date,home_team,away_team,elo_home_before,elo_away_before,elo_home_after,elo_away_after
1984-01-29,Gambia,Ghana,1481.94,1770.27,1476.76,1775.45
1984-01-31,Liberia,Mali,1417.39,1540.17,1421.73,1535.82
1984-01-31,Guinea,Ghana,1477.71,1775.45,1472.75,1780.4
1984-01-31,Ivory Coast,Senegal,1642.3,1600.13,1651.78,1590.65
1984-02-02,Ivory Coast,Liberia,1651.78,1421.73,1659.23,1414.28
1984-02-02,Mali,Senegal,1535.82,1590.65,1537.83,1588.64
1984-02-04,Italy,Mexico,1778.2,1738.57,1797.34,1719.43
1984-02-05,Ivory Coast,Senegal,1659.23,1588.64,1667.76,1580.12
1984-02-05,Liberia,Mali,1414.28,1537.83,1405.85,1546.26
1984-02-05,Morocco,Bulgaria,1627.31,1670.56,1627.06,1670.81
1984-02-07,Algeria,Romania,1698.57,1711.94,1697.22,1713.28
1984-02-08,Gambia,Guinea,1476.76,1472.75,1476.58,1472.93
1984-02-08,Congo,Ivory Coast,1600.7,1667.76,1588.53,1679.93
1984-02-08,Sierra Leone,Cape Verde,1398.51,1425.01,1420.89,1402.63
1984-02-09,Mali,Mauritania,1546.26,1279.54,1551.93,1273.87
1984-02-09,Guinea-Bissau,Senegal,1434.38,1580.12,1424.72,1589.77
1984-02-10,Cape Verde,Guinea,1402.63,1472.93,1405.82,1469.74
1984-02-10,Sierra Leone,Gambia,1420.89,1476.58,1437.15,1460.32
1984-02-11,Guinea-Bissau,Mauritania,1424.72,1273.87,1434.18,1264.41
1984-02-11,Mali,Senegal,1551.93,1589.77,1569.67,1572.04
1984-02-12,Cape Verde,Gambia,1405.82,1460.32,1385.56,1480.58
1984-02-12,Malawi,Zambia,1572.11,1686.38,1587.25,1671.24
1984-02-12,Sierra Leone,Guinea,1437.15,1469.74,1436.35,1470.54
1984-02-13,Mauritania,Senegal,1264.41,1572.04,1255.1,1581.35
1984-02-13,Guinea-Bissau,Mali,1434.18,1569.67,1456.12,1547.72
1984-02-15,Togo,Ghana,1573.68,1780.4,1591.89,1762.19
1984-02-15,Malawi,Zambia,1587.25,1671.24,1588.5,1669.99
1984-02-15,Bulgaria,Germany,1670.81,1840.59,1662.25,1849.15
1984-02-15,Gambia,Senegal,1480.58,1581.35,1469.1,1592.83
1984-02-15,Greece,Germany,1531.38,1849.15,1524.61,1855.92
1984-02-16,Sierra Leone,Mali,1436.35,1547.72,1439.15,1544.93
1984-02-18,Gambia,Mali,1469.1,1544.93,1450.25,1563.77
1984-02-19,Gabon,Togo,1394.72,1591.89,1399.84,1586.78
1984-02-19,Sierra Leone,Senegal,1439.15,1592.83,1443.78,1588.19
1984-02-21,Saudi Arabia,Algeria,1571.49,1697.22,1594.81,1673.9
1984-02-26,Peru,Honduras,1595.36,1647.57,1576.28,1666.65
1984-02-27,Egypt,Iraq,1669.84,1848.82,1661.59,1857.07
1984-02-28,Scotland,Wales,1765.41,1743.52,1778.14,1730.78
1984-02-29,Belgium,Germany,1812.42,1855.92,1799.38,1868.96
1984-02-29,Egypt,Iraq,1661.59,1857.07,1666.65,1852.01
1984-02-29,France,England,1848.45,1901.73,1867.83,1882.35
1984-02-29,Luxembourg,Spain,1118.68,1767.72,1117.89,1768.51
1984-03-03,Turkey,Italy,1508.74,1797.34,1503.57,1802.51
1984-03-04,Cameroon,Egypt,1644.86,1666.65,1625.37,1686.15
1984-03-04,Ivory Coast,Togo,1679.93,1586.78,1702.13,1564.58
1984-03-05,Algeria,Malawi,1673.9,1588.5,1701.53,1560.87
1984-03-05,Ghana,Nigeria,1762.19,1593.7,1732.03,1623.87
1984-03-06,Brunei,Japan,1216.66,1638.9,1211.29,1644.28
1984-03-07,Ivory Coast,Egypt,1702.13,1686.15,1677.43,1710.85
1984-03-07,Romania,Greece,1713.28,1524.61,1721.04,1516.85
1984-03-07,Cameroon,Togo,1625.37,1564.58,1655.46,1534.48
1984-03-08,Algeria,Ghana,1701.53,1732.03,1735.46,1698.1
1984-03-08,Malawi,Nigeria,1560.87,1623.87,1564.6,1620.14
1984-03-09,Kuwait,Finland,1748.41,1377.51,1750.5,1375.43
1984-03-09,Oman,Bahrain,1179.65,1366.07,1169.63,1376.09
1984-03-10,Egypt,Togo,1710.85,1534.48,1701.12,1544.22
1984-03-10,Ivory Coast,Cameroon,1677.43,1655.46,1639.85,1693.03
1984-03-10,Kuwait,United Arab Emirates,1750.5,1378.45,1707.54,1421.4
1984-03-10,Saudi Arabia,Qatar,1594.81,1461.21,1572.94,1483.07
1984-03-11,Oman,Iraq,1169.63,1852.01,1168.81,1852.82
1984-03-11,Luxembourg,Turkey,1117.89,1503.57,1113.03,1508.43
1984-03-11,Algeria,Nigeria,1735.46,1620.14,1728.8,1626.8
1984-03-11,Ghana,Malawi,1698.1,1564.6,1711.28,1551.42
1984-03-12,Bahrain,Kuwait,1376.09,1707.54,1371.95,1711.68
1984-03-13,Panama,Cuba,1246.51,1441.0,1251.54,1435.96
1984-03-13,Qatar,United Arab Emirates,1483.07,1421.4,1464.26,1440.21
1984-03-14,Algeria,Cameroon,1728.8,1693.03,1726.67,1695.17
1984-03-14,Egypt,Nigeria,1701.12,1626.8,1696.73,1631.18
1984-03-14,Netherlands,Denmark,1781.88,1745.95,1801.28,1726.55
1984-03-15,Iraq,United Arab Emirates,1852.82,1440.21,1839.55,1453.49
1984-03-15,Oman,Saudi Arabia,1168.81,1572.94,1163.28,1578.47
1984-03-16,Kuwait,Qatar,1711.68,1464.26,1685.89,1490.05
1984-03-17,Iraq,Saudi Arabia,1839.55,1578.47,1851.19,1566.82
1984-03-17,Algeria,Egypt,1726.67,1696.73,1755.19,1668.22
1984-03-18,Bahrain,United Arab Emirates,1371.95,1453.49,1375.64,1449.8
1984-03-18,Cameroon,Nigeria,1695.17,1631.18,1720.68,1605.66
1984-03-18,Oman,Qatar,1163.28,1490.05,1155.17,1498.16
1984-03-18,Panama,Cuba,1251.54,1435.96,1243.46,1444.05
1984-03-20,Bahrain,Iraq,1375.64,1851.19,1373.7,1853.14
1984-03-20,Saudi Arabia,Kuwait,1566.82,1685.89,1572.1,1680.61
1984-03-21,Oman,United Arab Emirates,1155.17,1449.8,1164.89,1440.09
1984-03-22,Bahrain,Qatar,1373.7,1498.16,1379.19,1492.66
1984-03-22,Iraq,Kuwait,1853.14,1680.61,1866.11,1667.64
1984-03-23,Saudi Arabia,United Arab Emirates,1572.1,1440.09,1587.4,1424.79
1984-03-23,Djibouti,Ethiopia,1356.07,1430.08,1338.2,1447.95
1984-03-24,Panama,Costa Rica,1243.46,1538.02,1251.23,1530.26
1984-03-25,Iraq,Qatar,1866.11,1492.66,1837.45,1521.32
1984-03-25,Oman,Kuwait,1164.89,1667.64,1178.69,1653.83
1984-03-26,Bahrain,Saudi Arabia,1379.19,1587.4,1368.07,1598.52
1984-03-27,Switzerland,Poland,1712.53,1861.08,1716.06,1857.55
1984-03-28,Iraq,Qatar,1837.45,1521.32,1825.92,1532.86
1984-03-28,France,Austria,1867.83,1720.29,1874.05,1714.07
1984-03-28,Germany,Czech Republic,1868.96,1763.49,1876.38,1756.07
1984-03-28,Germany,Russia,1876.38,1965.92,1890.63,1951.67
1984-03-28,Haiti,Canada,1474.99,1534.96,1462.55,1547.39
1984-03-31,Serbia,Hungary,1763.95,1694.41,1772.51,1685.85
1984-03-31,Alderney,Guernsey,1129.54,1673.63,1126.02,1677.15
1984-03-31,New Zealand,Malaysia,1672.88,1440.15,1679.18,1433.85
1984-04-02,Kuwait,Bulgaria,1653.83,1662.25,1652.31,1663.78
1984-04-03,New Zealand,Malaysia,1679.18,1433.85,1687.09,1425.94
1984-04-04,England,Northern Ireland,1882.35,1744.48,1890.45,1736.38
1984-04-04,Israel,Republic of Ireland,1639.76,1658.7,1660.16,1638.3
1984-04-04,Turkey,Hungary,1508.43,1685.85,1491.81,1702.46
1984-04-07,Italy,Czech Republic,1802.51,1756.07,1799.05,1759.53
1984-04-08,New Zealand,Malaysia,1687.09,1425.94,1677.95,1435.08
1984-04-11,Greece,Cyprus,1516.85,1196.61,1506.77,1206.7
1984-04-11,Romania,Israel,1721.04,1660.16,1717.09,1664.12
1984-04-11,Spain,Denmark,1768.51,1726.55,1778.0,1717.07
1984-04-12,Kenya,China PR,1634.53,1673.71,1646.93,1661.31
1984-04-17,Poland,Belgium,1857.55,1799.38,1840.89,1816.04
1984-04-18,Austria,Greece,1714.07,1506.77,1706.01,1514.82
1984-04-18,France,Germany,1874.05,1890.63,1885.62,1879.06
1984-04-27,Panama,Nicaragua,1251.23,1192.75,1264.62,1179.36
1984-04-29,Jamaica,Haiti,1313.08,1462.55,1303.85,1471.79
1984-05-01,Luxembourg,Norway,1113.03,1524.66,1108.78,1528.92
1984-05-02,Cyprus,Austria,1206.7,1706.01,1203.34,1709.37
1984-05-02,Switzerland,Sweden,1716.06,1778.64,1716.53,1778.18
1984-05-02,Wales,England,1730.78,1890.45,1751.67,1869.56
1984-05-09,Jersey,Guernsey,1696.83,1677.15,1722.5,1651.48
1984-05-15,Finland,Russia,1375.43,1951.67,1373.66,1953.44
1984-05-16,Czech Republic,Denmark,1759.53,1717.07,1769.0,1707.59
1984-05-19,Réunion,Tanzania,1405.11,1497.02,1406.65,1495.48
1984-05-22,Germany,Italy,1879.06,1799.05,1888.96,1789.14
1984-05-22,Wales,Northern Ireland,1751.67,1736.38,1748.7,1739.35
1984-05-23,Hungary,Norway,1702.46,1528.92,1695.2,1536.18
1984-05-23,Republic of Ireland,Poland,1638.3,1840.89,1643.58,1835.6
1984-05-23,Sweden,Malta,1778.18,1314.9,1782.93,1310.15
1984-05-26,Canada,Italy,1547.39,1789.14,1537.83,1798.71
1984-05-26,Scotland,England,1778.14,1869.56,1780.04,1867.67
1984-05-26,Switzerland,Spain,1716.53,1778.0,1691.77,1802.75
1984-05-27,Finland,Northern Ireland,1373.66,1739.35,1414.95,1698.06
1984-05-29,El Salvador,Panama,1517.44,1264.62,1521.25,1260.81
1984-05-30,United States,Italy,1503.37,1798.71,1511.16,1790.92
1984-05-31,Hungary,Spain,1695.2,1802.75,1697.3,1800.65
1984-05-31,Japan,China PR,1644.28,1661.31,1658.77,1646.82
1984-06-01,France,Scotland,1885.62,1780.04,1896.76,1768.91
1984-06-02,England,Russia,1867.67,1953.44,1850.44,1970.67
1984-06-02,Portugal,Serbia,1736.11,1772.51,1722.81,1785.81
1984-06-03,China PR,Republic of Ireland,1646.82,1643.58,1630.67,1659.73
1984-06-03,Ethiopia,Djibouti,1447.95,1338.2,1458.9,1327.25
1984-06-03,South Korea,Guatemala,1726.43,1503.95,1734.71,1495.67
1984-06-06,Norway,Wales,1536.18,1748.7,1554.57,1730.31
1984-06-06,Sweden,Denmark,1782.93,1707.59,1765.7,1724.82
1984-06-06,Belgium,Hungary,1816.04,1697.3,1810.27,1703.07
1984-06-07,Spain,Serbia,1800.65,1785.81,1785.49,1800.97
1984-06-07,Liechtenstein,Austria,1495.41,1709.37,1481.06,1723.72
1984-06-07,Djibouti,Zimbabwe,1327.25,1586.97,1320.22,1594.0
1984-06-08,Denmark,Bulgaria,1724.82,1663.78,1720.86,1667.73
1984-06-09,Luxembourg,Portugal,1108.78,1722.81,1107.82,1723.77
1984-06-09,Trinidad and Tobago,India,1529.07,1359.62,1509.12,1379.58
1984-06-10,Brazil,England,1887.05,1850.44,1863.16,1874.33
1984-06-10,Israel,Wales,1664.12,1730.31,1664.71,1729.72
1984-06-10,Zambia,Zimbabwe,1669.99,1594.0,1665.55,1598.45
1984-06-11,Ethiopia,Zimbabwe,1458.9,1598.45,1482.94,1574.41
1984-06-11,Trinidad and Tobago,India,1509.12,1379.58,1520.87,1367.82
1984-06-12,France,Denmark,1896.76,1720.86,1907.03,1710.59
1984-06-13,Belgium,Serbia,1810.27,1800.97,1845.31,1765.94
1984-06-13,Uruguay,England,1778.46,1874.33,1800.18,1852.61
1984-06-14,Germany,Portugal,1888.96,1723.77,1878.34,1734.39
1984-06-14,Romania,Spain,1717.09,1785.49,1721.75,1780.82
1984-06-15,Panama,Honduras,1260.81,1666.65,1254.41,1673.04
1984-06-15,Suriname,India,1528.46,1367.82,1540.2,1356.08
1984-06-16,Denmark,Serbia,1710.59,1765.94,1766.17,1710.35
1984-06-16,France,Belgium,1907.03,1845.31,1940.11,1812.23
1984-06-17,Portugal,Spain,1734.39,1780.82,1737.58,1777.64
1984-06-17,Macau,Hong Kong,1351.04,1481.74,1333.75,1499.03
1984-06-17,Suriname,India,1540.2,1356.08,1549.44,1346.84
1984-06-17,Chile,England,1701.94,1852.61,1705.55,1849.0
1984-06-17,Brazil,Argentina,1863.16,1811.47,1859.52,1815.11
1984-06-17,Germany,Romania,1878.34,1721.75,1892.2,1707.89
1984-06-18,Guyana,India,1325.54,1346.84,1346.09,1326.29
1984-06-19,Denmark,Belgium,1766.17,1812.23,1793.33,1785.07
1984-06-19,France,Serbia,1940.11,1710.35,1948.1,1702.36
1984-06-20,Germany,Spain,1892.2,1777.64,1860.56,1809.27
1984-06-20,Iceland,Norway,1459.08,1554.57,1447.94,1565.7
1984-06-20,Portugal,Romania,1737.58,1707.89,1759.53,1685.94
1984-06-21,Brazil,Uruguay,1859.52,1800.18,1868.42,1791.28
1984-06-21,China PR,India,1630.67,1326.29,1636.2,1320.77
1984-06-22,Trinidad and Tobago,India,1520.87,1320.77,1529.46,1312.18
1984-06-23,Morocco,Senegal,1627.06,1588.19,1636.65,1578.6
1984-06-23,France,Portugal,1948.1,1759.53,1957.8,1749.83
1984-06-24,Denmark,Spain,1793.33,1809.27,1794.43,1808.17
1984-06-24,Honduras,Panama,1673.04,1254.41,1675.06,1252.39
1984-06-27,El Salvador,Guatemala,1521.25,1495.67,1536.34,1480.58
1984-06-27,France,Spain,1957.8,1808.17,1975.13,1790.85
1984-06-30,Kenya,Cameroon,1646.93,1720.68,1629.04,1738.57
1984-06-30,Sierra Leone,Morocco,1443.78,1636.65,1429.13,1651.31
1984-07-01,Angola,Senegal,1524.23,1578.6,1548.53,1554.3
1984-07-01,Eswatini,Lesotho,1400.52,1304.98,1412.12,1293.38
1984-07-01,Zimbabwe,Zambia,1574.41,1665.55,1588.72,1651.24
1984-07-03,Egypt,Cameroon,1668.22,1738.57,1681.77,1725.02
1984-07-06,Malawi,Kenya,1551.42,1629.04,1565.24,1615.23
1984-07-08,Malawi,Kenya,1565.24,1615.23,1565.24,1615.23
1984-07-10,Malawi,Kenya,1565.24,1615.23,1578.04,1602.43
1984-07-15,Mauritius,Malawi,1511.4,1578.04,1488.55,1600.89
1984-07-15,Morocco,Sierra Leone,1651.31,1429.13,1667.88,1412.55
1984-07-15,Senegal,Angola,1554.3,1548.53,1574.48,1528.35
1984-07-15,Zambia,Congo,1651.24,1588.53,1660.02,1579.74
1984-07-18,Uruguay,Argentina,1791.28,1815.11,1803.12,1803.27
1984-07-20,Norway,Serbia,1565.7,1702.36,1568.83,1699.23
1984-07-21,Guyana,Trinidad and Tobago,1346.09,1529.46,1333.92,1541.63
1984-07-22,Zimbabwe,Uganda,1588.72,1552.31,1598.4,1542.63
1984-07-25,Mauritania,Gambia,1255.1,1450.25,1260.16,1445.2
1984-07-26,Gambia,Guinea,1445.2,1470.54,1446.13,1469.61
1984-07-26,Colombia,Peru,1502.94,1576.28,1503.8,1575.42
1984-07-27,Mauritania,Guinea,1260.16,1469.61,1265.65,1464.11
1984-07-28,Benin,Congo,1401.61,1579.74,1429.87,1551.48
1984-07-28,Malawi,Mauritius,1600.89,1488.55,1627.96,1461.47
1984-07-28,Trinidad and Tobago,Guyana,1541.63,1333.92,1548.73,1326.82
1984-07-29,El Salvador,Puerto Rico,1536.34,1227.56,1543.54,1220.36
1984-07-29,Gambia,Guinea,1446.13,1464.11,1433.99,1476.25
1984-07-29,Romania,China PR,1685.94,1636.2,1699.77,1622.36
1984-07-29,Zambia,Uganda,1660.02,1542.63,1683.22,1519.44
1984-07-30,Ghana,Niger,1711.28,1431.09,1715.53,1426.83
1984-07-30,Mauritania,Gambia,1265.65,1433.99,1269.85,1429.79
1984-07-31,Mauritania,Guinea,1269.85,1476.25,1258.75,1487.35
1984-07-31,Romania,China PR,1699.77,1622.36,1708.08,1614.06
1984-08-01,Faroe Islands,Iceland,1338.22,1447.94,1340.4,1445.76
1984-08-01,Burkina Faso,Benin,1400.34,1429.87,1418.41,1411.8
1984-08-02,Argentina,Uruguay,1803.27,1803.12,1801.44,1804.95
1984-08-02,Mauritania,Guinea,1258.75,1487.35,1264.81,1481.29
1984-08-03,Burkina Faso,Ghana,1418.41,1715.53,1410.95,1722.99
1984-08-03,Greenland,Iceland,1411.53,1445.76,1399.99,1457.31
1984-08-04,Haiti,Antigua and Barbuda,1471.79,1366.31,1490.35,1347.74
1984-08-04,Tanzania,Uganda,1495.48,1519.44,1476.56,1538.35
1984-08-05,Faroe Islands,Greenland,1340.4,1399.99,1353.56,1386.84
1984-08-05,Puerto Rico,El Salvador,1220.36,1543.54,1210.74,1553.17
1984-08-06,Indonesia,Thailand,1341.88,1482.05,1363.94,1459.98
1984-08-07,Syria,Philippines,1371.21,1151.34,1382.83,1139.73
1984-08-07,Iran,Bangladesh,1752.9,1257.17,1756.73,1253.34
1984-08-07,Haiti,Antigua and Barbuda,1490.35,1347.74,1466.29,1371.81
1984-08-07,Faroe Islands,Greenland,1353.56,1386.84,1371.83,1368.56
1984-08-08,Republic of Ireland,Mexico,1659.73,1719.43,1660.09,1719.07
1984-08-09,Indonesia,Bangladesh,1363.94,1253.34,1373.94,1243.34
1984-08-09,Iran,Syria,1756.73,1382.83,1762.23,1377.33
1984-08-09,Peru,Colombia,1575.42,1503.8,1571.12,1508.11
1984-08-09,Thailand,Philippines,1459.98,1139.73,1468.4,1131.31
1984-08-11,Germany,Mexico,1860.56,1719.07,1854.15,1725.49
1984-08-11,Indonesia,Philippines,1373.94,1131.31,1379.45,1125.8
1984-08-11,Iran,Thailand,1762.23,1468.4,1773.18,1457.44
1984-08-11,Syria,Bangladesh,1377.33,1243.34,1388.46,1232.21
1984-08-12,Malaysia,Singapore,1435.08,1456.59,1446.83,1444.84
1984-08-13,Syria,Thailand,1388.46,1457.44,1374.31,1471.59
1984-08-13,Bangladesh,Philippines,1232.21,1125.8,1244.58,1113.43
1984-08-13,Indonesia,Iran,1379.45,1773.18,1375.18,1777.46
1984-08-15,Indonesia,Syria,1375.18,1374.31,1355.02,1394.47
1984-08-15,Iran,Philippines,1777.46,1113.43,1778.97,1111.92
1984-08-15,Suriname,Guyana,1549.44,1326.82,1554.95,1321.31
1984-08-15,Thailand,Bangladesh,1471.59,1244.58,1479.09,1237.08
1984-08-16,Finland,Mexico,1414.95,1725.49,1406.77,1733.67
1984-08-18,Iran,Syria,1778.97,1394.47,1781.49,1391.94
1984-08-18,Singapore,Malaysia,1444.84,1446.83,1443.08,1448.59
1984-08-18,Uganda,Tanzania,1538.35,1476.56,1503.74,1511.18
1984-08-19,Russia,Mexico,1970.67,1733.67,1977.88,1726.46
1984-08-22,Sweden,Mexico,1765.7,1726.46,1762.49,1729.68
1984-08-22,Hungary,Switzerland,1703.07,1691.77,1721.56,1673.28
1984-08-24,Colombia,Argentina,1508.11,1801.44,1528.64,1780.9
1984-08-25,Hungary,Mexico,1721.56,1729.68,1700.05,1751.18
1984-08-25,Liberia,Papua New Guinea,1405.85,1442.14,1391.52,1456.47
1984-08-25,Uganda,Zambia,1503.74,1683.22,1536.29,1650.67
1984-08-26,Malaysia,Indonesia,1448.59,1355.02,1442.33,1361.28
1984-08-28,Egypt,Zimbabwe,1681.77,1598.4,1696.98,1583.18
1984-08-29,Norway,Poland,1568.83,1835.6,1575.92,1828.51
1984-08-29,Germany,Romania,1854.15,1708.08,1860.4,1701.82
1984-08-29,Guyana,Suriname,1321.31,1554.95,1329.06,1547.2
1984-08-29,Malaysia,Liberia,1442.33,1391.52,1459.55,1374.29
1984-09-01,Switzerland,Argentina,1673.28,1780.9,1657.24,1796.94
1984-09-01,Cyprus,Greece,1203.34,1514.82,1196.36,1521.8
1984-09-01,Indonesia,Papua New Guinea,1361.28,1456.47,1349.55,1468.2
1984-09-04,Indonesia,Liberia,1349.55,1374.29,1334.69,1389.16
1984-09-04,Malaysia,Papua New Guinea,1459.55,1468.2,1487.76,1439.99
1984-09-04,Singapore,Qatar,1443.08,1532.86,1431.74,1544.2
1984-09-05,Belgium,Argentina,1785.07,1796.94,1763.77,1818.24
1984-09-05,Greece,Czech Republic,1521.8,1769.0,1515.57,1775.23
1984-09-06,Israel,Malta,1664.71,1310.15,1666.98,1307.88
1984-09-10,Jordan,Hong Kong,1318.28,1499.03,1326.69,1490.62
1984-09-10,Qatar,Afghanistan,1544.2,1290.43,1557.46,1277.17
1984-09-12,Scotland,Serbia,1768.91,1699.23,1786.02,1682.12
1984-09-12,Qatar,Hong Kong,1557.46,1490.62,1571.72,1476.36
1984-09-12,Norway,Switzerland,1575.92,1657.24,1554.08,1679.08
1984-09-12,Northern Ireland,Romania,1698.06,1701.82,1718.88,1681.0
1984-09-12,Republic of Ireland,Russia,1660.09,1977.88,1699.63,1938.34
1984-09-12,Iceland,Wales,1457.31,1729.72,1494.87,1692.16
1984-09-12,Denmark,Austria,1794.43,1723.72,1807.22,1710.93
1984-09-12,Germany,Greece,1860.4,1515.57,1862.79,1513.18
1984-09-12,Finland,Poland,1406.77,1828.51,1402.73,1832.55
1984-09-12,England,Germany,1849.0,1862.79,1860.47,1851.32
1984-09-12,China PR,Afghanistan,1614.06,1277.17,1620.91,1270.32
1984-09-12,Germany,Argentina,1851.32,1818.24,1827.62,1841.95
1984-09-12,Sweden,Portugal,1762.49,1749.83,1734.21,1778.12
1984-09-15,Hong Kong,Afghanistan,1476.36,1270.32,1467.0,1279.69
1984-09-15,China PR,Jordan,1620.91,1326.69,1629.44,1318.16
1984-09-16,Mauritius,Mozambique,1461.47,1432.73,1457.55,1436.65
1984-09-17,China PR,Hong Kong,1629.44,1467.0,1641.45,1454.99
1984-09-17,Qatar,Jordan,1571.72,1318.16,1581.67,1308.21
1984-09-18,Mexico,Argentina,1751.18,1841.95,1752.68,1840.45
1984-09-18,Nepal,Maldives,1364.82,1406.86,1396.08,1375.59
1984-09-18,Bangladesh,Bhutan,1237.08,1481.43,1275.64,1442.88
1984-09-19,Uruguay,Peru,1804.95,1571.12,1811.22,1564.84
1984-09-19,Bangladesh,Maldives,1275.64,1375.59,1316.6,1334.63
1984-09-20,Jordan,Afghanistan,1308.21,1279.69,1340.53,1247.37
1984-09-20,Nepal,Bhutan,1396.08,1442.88,1427.79,1411.17
1984-09-20,China PR,Qatar,1641.45,1581.67,1653.66,1569.45
1984-09-21,Maldives,Bhutan,1334.63,1411.17,1354.1,1391.7
1984-09-21,Nepal,Bangladesh,1427.79,1316.6,1381.92,1362.46
1984-09-23,Ghana,Gambia,1722.99,1429.79,1727.67,1425.12
1984-09-23,Niger,Ivory Coast,1426.83,1639.85,1416.04,1650.65
1984-09-23,Nepal,Bangladesh,1381.92,1362.46,1401.19,1343.2
1984-09-25,Saudi Arabia,Iceland,1598.52,1494.87,1580.4,1512.99
1984-09-26,Denmark,Norway,1807.22,1554.08,1814.35,1546.94
1984-09-26,Hungary,Austria,1700.05,1710.93,1732.02,1678.97
1984-09-26,Italy,Sweden,1790.92,1734.21,1799.91,1725.22
1984-09-26,Poland,Turkey,1832.55,1491.81,1836.22,1488.15
1984-09-26,Tunisia,Nigeria,1672.56,1605.66,1689.85,1588.36
1984-09-29,Serbia,Bulgaria,1682.12,1667.73,1677.72,1672.13
1984-09-29,Curaçao,United States,1389.92,1511.16,1393.15,1507.92
1984-09-30,Botswana,Angola,1318.58,1528.35,1307.64,1539.3
1984-09-30,South Korea,Japan,1734.71,1658.77,1717.46,1676.01
1984-09-30,Mozambique,Mauritius,1436.65,1457.55,1464.88,1429.33
1984-09-30,Zimbabwe,Egypt,1583.18,1696.98,1587.54,1692.62
1984-10-03,Honduras,Guatemala,1675.06,1480.58,1680.1,1475.55
1984-10-03,Peru,Uruguay,1564.84,1811.22,1555.47,1820.6
1984-10-04,South Korea,Cameroon,1717.46,1725.02,1739.95,1702.54
1984-10-06,United States,Curaçao,1507.92,1393.15,1525.79,1375.28
1984-10-08,Saudi Arabia,Thailand,1580.4,1479.09,1587.96,1471.54
1984-10-09,United States,El Salvador,1525.79,1553.17,1543.74,1535.21
1984-10-09,Mexico,Colombia,1752.68,1528.64,1758.2,1523.12
1984-10-09,Greece,Israel,1513.18,1666.98,1516.9,1663.27
1984-10-10,Germany,Algeria,1827.62,1755.19,1842.43,1740.37
1984-10-10,South Korea,Yemen,1739.95,1242.48,1743.75,1238.68
1984-10-10,Norway,Russia,1546.94,1938.34,1565.04,1920.24
1984-10-10,Saudi Arabia,Thailand,1587.96,1471.54,1560.2,1499.29
1984-10-11,El Salvador,Mexico,1535.21,1758.2,1529.66,1763.76
1984-10-11,Ivory Coast,Liberia,1650.65,1389.16,1657.04,1382.76
1984-10-11,Malaysia,Pakistan,1487.76,1382.46,1512.61,1357.61
1984-10-11,United States,Colombia,1543.74,1523.12,1553.97,1512.88
1984-10-12,India,Yemen,1312.18,1238.68,1335.37,1215.49
1984-10-13,Tanzania,Sudan,1511.18,1497.34,1506.82,1501.7
1984-10-13,Luxembourg,France,1107.82,1975.13,1106.96,1975.99
1984-10-13,South Korea,Pakistan,1743.75,1357.61,1750.63,1350.73
1984-10-13,Kenya,Ethiopia,1602.43,1482.94,1615.57,1469.8
1984-10-14,Guatemala,United States,1475.55,1553.97,1503.24,1526.28
1984-10-14,India,Malaysia,1335.37,1512.61,1359.14,1488.84
1984-10-14,Portugal,Czech Republic,1778.12,1775.23,1798.49,1754.86
1984-10-14,Zimbabwe,Eswatini,1587.54,1412.12,1600.76,1398.9
1984-10-15,Congo,Benin,1551.48,1411.8,1522.73,1440.55
1984-10-15,Pakistan,Yemen,1350.73,1215.49,1370.11,1196.11
1984-10-16,Northern Ireland,Israel,1718.88,1663.27,1734.68,1647.48
1984-10-16,Turkey,Bulgaria,1488.15,1672.13,1492.86,1667.43
1984-10-16,Algeria,Canada,1740.37,1537.83,1745.22,1532.98
1984-10-16,South Korea,Malaysia,1750.63,1488.84,1739.41,1500.05
1984-10-17,Spain,Wales,1790.85,1692.16,1815.9,1667.11
1984-10-17,Belgium,Albania,1763.77,1335.9,1768.09,1331.57
1984-10-17,England,Finland,1860.47,1402.73,1865.37,1397.83
1984-10-17,Germany,Sweden,1842.43,1725.22,1862.33,1705.32
1984-10-17,India,Pakistan,1359.14,1370.11,1382.59,1346.67
1984-10-17,Mexico,United States,1763.76,1526.28,1767.87,1522.18
1984-10-17,Netherlands,Hungary,1801.28,1732.02,1769.35,1763.95
1984-10-17,Norway,Republic of Ireland,1565.04,1699.63,1594.77,1669.9
1984-10-17,Poland,Greece,1836.22,1516.9,1843.89,1509.22
1984-10-17,Scotland,Iceland,1786.02,1512.99,1797.34,1501.67
1984-10-17,Switzerland,Denmark,1679.08,1814.35,1708.85,1784.58
1984-10-18,Malaysia,Yemen,1500.05,1196.11,1509.18,1186.99
1984-10-18,Fiji,New Zealand,1549.17,1677.95,1539.22,1687.89
1984-10-19,India,South Korea,1382.59,1739.41,1377.45,1744.55
1984-10-19,Saudi Arabia,Nepal,1560.2,1401.19,1576.46,1384.93
1984-10-20,Fiji,New Zealand,1539.22,1687.89,1542.76,1684.35
1984-10-20,Germany,Serbia,1862.33,1677.72,1824.21,1715.84
1984-10-20,Nigeria,Liberia,1588.36,1382.76,1604.05,1367.08
1984-10-20,Oman,Sri Lanka,1178.69,1157.82,1177.63,1158.87
1984-10-21,Ivory Coast,Gambia,1657.04,1425.12,1672.87,1409.29
1984-10-21,Tunisia,Canada,1689.85,1532.98,1698.81,1524.03
